year,org_name,org_code,unit_main_code,unit_sub_code,unit_name
2016,Kymenlaakson ammattikorkeakoulu,02608,02000,02200,Informaatioteknologian koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,02000,02300,"Sähkö-, talo- ja materiaalitekniikan koulutusyksikkö"
2016,Kymenlaakson ammattikorkeakoulu,02608,02000,02400,Metsätalouden ja ympäristöteknologian koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,02000,02500,Logistiikan ja merenkulun koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03000,Hyvinvointi yhteiset
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03100,Kuntoutus- ja terveysalan koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03200,Terveysalan ja ensihoidon koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03300,Sosiaali- ja terveysalan koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03400,Sosiaalialan ja toimintakyvyn edistämisen koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,03000,03500,Matkailu- ravitsemis- ja nuorisoalan koulutusyksikkö
2016,Kymenlaakson ammattikorkeakoulu,02608,,04000,Opetuksen hallinto
2016,Kymenlaakson ammattikorkeakoulu,02608,,05100,Opetuksen palvelut
2016,Kymenlaakson ammattikorkeakoulu,02608,,07000,"Talous, henkilöstö- ja hallintopalvelut"
2016,Kymenlaakson ammattikorkeakoulu,02608,,08100,Ympäristöystävällinen energiantuotanto ja sen hyödyntäminen
2016,Kymenlaakson ammattikorkeakoulu,02608,,08200,Kilpailukykyinen logistiikka ja merenkulku sekä niiden turvallisuus
2016,Kymenlaakson ammattikorkeakoulu,02608,,08300,Kaupalliset laboratoriopalvelut
2016,Kymenlaakson ammattikorkeakoulu,02608,,08400,Käyttäjälähtöiset hyvinvointi- ja suunnittelupalvelut
2016,Kymenlaakson ammattikorkeakoulu,02608,,08500,Muut koulutus- ja kehittämishankkeet
2016,Kymenlaakson ammattikorkeakoulu,02608,,08600,TKI-hallinto
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Kymenlaakson ammattikorkeakoulu,02608,,,
2016,Lahden ammattikorkeakoul,02470,,LI,Liiketalous ja matkailu
2016,Lahden ammattikorkeakoul,02470,,LP,LAMK Palvelut
2016,Lahden ammattikorkeakoul,02470,,MD,Musiikki- ja draamainstituutti
2016,Lahden ammattikorkeakoul,02470,,MI,Muotoiluinstituutti
2016,Lahden ammattikorkeakoul,02470,,ST,Sosiaali- ja terveys
2016,Lahden ammattikorkeakoul,02470,,TE,Tekniikka ja ympäristö
2016,Lapin ammattikorkeakoulu,10108,,120,Hyvinvointipalvelut
2016,Lapin ammattikorkeakoulu,10108,,130,Kauppa ja kulttuuri
2016,Lapin ammattikorkeakoulu,10108,,140,Matkailupalvelut
2016,Lapin ammattikorkeakoulu,10108,,150,Teollisuus ja luonnonvarat
2016,Lapin ammattikorkeakoulu,10108,,160,YAMK
2016,Lapin ammattikorkeakoulu,10108,,110,Yhteiset toiminnot
2016,Lapin ammattikorkeakoulu,10108,,111,Korkeakoulupalvelut
2016,Lapin yliopisto,01918,,221200,Harjoittelukoulu
2016,Lapin yliopisto,01918,,222000,Oikeustieteiden tiedekunta
2016,Lapin yliopisto,01918,,225000,Arktinen keskus
2016,Lapin yliopisto,01918,225000,2250600,Arktisen antropologian tutkimusryhmä
2016,Lapin yliopisto,01918,,226100,Avoin yliopisto
2016,Lapin yliopisto,01918,226300,2263000,Kirjaston hallinto
2016,Lapin yliopisto,01918,226300,2263050,Konsernin kirjasto
2016,Lapin yliopisto,01918,226300,2263200,Taidekirjasto
2016,Lapin yliopisto,01918,226300,2263400,AK kirjasto
2016,Lapin yliopisto,01918,,226350,Lapin yliopistokustannus
2016,Lapin yliopisto,01918,,226400,Kielikeskus
2016,Lapin yliopisto,01918,229000,2293300,Lapin korkeakoulukonserni
2016,Lapin yliopisto,01918,,229800,Yliopistotason tulot ja menot
2016,Lapin yliopisto,01918,,221000,Kasvatustieteiden tiedekunta
2016,Lapin yliopisto,01918,,223000,Taiteiden tiedekunta
2016,Lapin yliopisto,01918,221000,2210000,KTK hallinto
2016,Lapin yliopisto,01918,221000,2211100,KTK perustoiminta
2016,Lapin yliopisto,01918,221000,2211200,Opetus- ja kasvatusalan koulutuspalvelut
2016,Lapin yliopisto,01918,221200,2212000,Harjoittelukoulun hallinto
2016,Lapin yliopisto,01918,221200,2212100,Harjoittelukoulu perustoiminta
2016,Lapin yliopisto,01918,222000,2220000,OTK hallinto
2016,Lapin yliopisto,01918,222000,2220100,OTK perustoiminta
2016,Lapin yliopisto,01918,223000,2230000,TTK hallinto
2016,Lapin yliopisto,01918,223000,2230100,TTK perustoiminta
2016,Lapin yliopisto,01918,223000,2230110,TTK elinkeinotoiminta
2016,Lapin yliopisto,01918,223000,2230120,TTK täydentävä rahoitus
2016,Lapin yliopisto,01918,,224000,Yhteiskuntatieteiden tiedekunta
2016,Lapin yliopisto,01918,224000,2240000,YTK hallinto
2016,Lapin yliopisto,01918,224000,2240100,YTK perustoiminta
2016,Lapin yliopisto,01918,,224100,Pohjoisen yhteiskunnan tutkimusinstituutti
2016,Lapin yliopisto,01918,224100,2241100,Pohjoisen yhteiskunnan tutkimusinstituutti
2016,Lapin yliopisto,01918,,224500,Matkailun tutkimus- ja koulutusinstituutti
2016,Lapin yliopisto,01918,224500,2245000,MTI hallinto
