year,org_name,org_code,unit_main_code,unit_sub_code,unit_name
2016,Lapin yliopisto,01918,224500,2245100,Matkailun tutkimus- ja koulutusinstituutti
2016,Lapin yliopisto,01918,224500,2245200,MTI täydentävä rahoitus
2016,Lapin yliopisto,01918,225000,2250000,Arktinen hallinta ja hallinto
2016,Lapin yliopisto,01918,225000,2250100,Tiedekeskusnäyttely
2016,Lapin yliopisto,01918,225000,2250200,Tiedeviestintä
2016,Lapin yliopisto,01918,225000,2250300,Pohjoisen ympäristö- ja vähemmistöoikeuden instituutti
2016,Lapin yliopisto,01918,225000,2250400,Arktisen kestävän kehityksen tutkimusryhmä
2016,Lapin yliopisto,01918,225000,2250500,Arktisen globaalimuutoksen tutkimusryhmä
2016,Lapin yliopisto,01918,226100,2261100,Avoin yliopisto
2016,Lapin yliopisto,01918,,226200,Koulutus- ja kehittämispalvelut
2016,Lapin yliopisto,01918,226200,2262100,Koulutus- ja kehittämispalvelut
2016,Lapin yliopisto,01918,,226300,Pääkirjasto
2016,Lapin yliopisto,01918,226300,2263100,Pääkirjasto
2016,Lapin yliopisto,01918,226350,2263500,Lapin yliopistokustannus
2016,Lapin yliopisto,01918,226400,2264000,Kielikeskuksen hallinto
2016,Lapin yliopisto,01918,226400,2264100,Kielikeskus
2016,Lapin yliopisto,01918,226400,2264200,Käännöspalvelut
2016,Lapin yliopisto,01918,226400,2264300,Konsernin kielikeskus
2016,Lapin yliopisto,01918,,229000,Hallintoyksikkö
2016,Lapin yliopisto,01918,229000,2290100,Rehtori
2016,Lapin yliopisto,01918,229000,2290200,Yleishallinto
2016,Lapin yliopisto,01918,229000,2290300,Suunnittelupalvelut
2016,Lapin yliopisto,01918,229000,2290310,Taloushallintopalvelut
2016,Lapin yliopisto,01918,229000,2290500,Viestintä- ja suhdetoiminta
2016,Lapin yliopisto,01918,229000,2290600,Täydentävän rahoituksen palvelupiste
2016,Lapin yliopisto,01918,229000,2290700,Tekniset erityispalvelut
2016,Lapin yliopisto,01918,229000,2290800,Laadunhallintapalvelut
2016,Lapin yliopisto,01918,229000,2291100,Vararehtori
2016,Lapin yliopisto,01918,229000,2291200,Henkilöstöasiat
2016,Lapin yliopisto,01918,229000,2291300,Tietohallinto
2016,Lapin yliopisto,01918,229000,2291400,IT-palvelut
2016,Lapin yliopisto,01918,229000,2291500,Tilahallinto
2016,Lapin yliopisto,01918,229000,2291600,Hankintatoimi
2016,Lapin yliopisto,01918,229000,2291700,Yliopistopaino
2016,Lapin yliopisto,01918,229000,2291800,Tutkimuspalvelut
2016,Lapin yliopisto,01918,229000,2292100,Opetusvararehtori
2016,Lapin yliopisto,01918,229000,2292200,Opiskelijapalvelut
2016,Lapin yliopisto,01918,229000,2293100,Tiedevararehtori
2016,Lapin yliopisto,01918,,2294100,Kongressipalvelut
2016,Lapin yliopisto,01918,,2295100,University of Arctic -rahasto
2016,Lapin yliopisto,01918,,2296100,Lapin yliopistorahasto
2016,Lapin yliopisto,01918,,2297100,Kansainväliset asiat
2016,Lapin yliopisto,01918,,2297500,Uarctic-verkosto
2016,Lapin yliopisto,01918,229800,2298400,Henkilöstöasiat
2016,Lapin yliopisto,01918,229800,2298801,Kulttuurilähtöinen palvelumuotoilu -tohtoriohjelma
2016,Lapin yliopisto,01918,229800,2298802,Pohjoiset kulttuurit ja kestävä luonnonvarapolitiikka
2016,Lapin yliopisto,01918,229800,2298803,Yhteisöt ja muuttuva työ
2016,Lapin yliopisto,01918,229800,2298804,Tieteenfilosofia ja tutkijantaidot
2016,Lapin yliopisto,01918,,2299010,Kasvatustieteiden opetuksen ja tutkimuksen rahasto
2016,Lapin yliopisto,01918,,2299020,Oikeustieteiden opetuksen ja tutkimuksen rahasto
2016,Lapin yliopisto,01918,,2299030,Taiteiden opetuksen ja tutkimuksen rahasto
2016,Lapin yliopisto,01918,,2299040,Yhteiskuntatieteiden opetuksen ja tutkimuksen rahasto
2016,Lapin yliopisto,01918,,2299050,Arktisen opetuksen ja tutkimuksen rahasto
2016,Lapin yliopisto,01918,,2299100,Lapin yliopiston profilointirahasto
2016,Lappeenrannan tekn. yliopisto,01914,,23A100A,PÄÄT Tiedekunnan yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23A110A,PÄÄT Kanslia
2016,Lappeenrannan tekn. yliopisto,01914,,23A120A,PÄÄT Tiedekunnan opintopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23A130A,PÄÄT KTK-yleisopinnot
2016,Lappeenrannan tekn. yliopisto,01914,,23A200A,PÄÄT Talouden ja yritysjuridiikan laitos
2016,Lappeenrannan tekn. yliopisto,01914,,23A210A,PÄÄT Laskentatoimi
2016,Lappeenrannan tekn. yliopisto,01914,,23A220A,PÄÄT Rahoitus
2016,Lappeenrannan tekn. yliopisto,01914,,23A230A,PÄÄT Strategiatutkimus
2016,Lappeenrannan tekn. yliopisto,01914,,23A240A,PÄÄT Yritysjuridiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23A250A,PÄÄT Talousjohtaminen (KTK)
2016,Lappeenrannan tekn. yliopisto,01914,,23A300A,PÄÄT Johtamisen ja kv-liiketoiminnan lai
2016,Lappeenrannan tekn. yliopisto,01914,,23A310A,PÄÄT Hankintojen johtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23A320A,PÄÄT Johtaminen ja organisaatiot
2016,Lappeenrannan tekn. yliopisto,01914,,23A330A,PÄÄT Kansainvälinen markkinointi
2016,Lappeenrannan tekn. yliopisto,01914,,23A340A,PÄÄT Tietojohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23A350A,PÄÄT MSIS
2016,Lappeenrannan tekn. yliopisto,01914,,23A360E,PÄÄTLahden yksikkö
2016,Lappeenrannan tekn. yliopisto,01914,,23A365A,PÄÄT Tietojohtaminen ja johtajuus (KTM)
2016,Lappeenrannan tekn. yliopisto,01914,,23A370A,PÄÄT Johtaminen (KTK)
2016,Lappeenrannan tekn. yliopisto,01914,,23A380A,PÄÄT Kv-liiketoiminta (KTK)
2016,Lappeenrannan tekn. yliopisto,01914,,23A390A,PÄÄT Strateginen johtaminen (KTM)
2016,Lappeenrannan tekn. yliopisto,01914,,23A410A,PÄÄT Nordi / KATI
2016,Lappeenrannan tekn. yliopisto,01914,,23A500A,PÄÄT TBRC/KATI
2016,Lappeenrannan tekn. yliopisto,01914,,23B100A,Teknillisen tiedekunnan yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B101A,PÄÄT Hybridilaboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B102A,"Yk-lisät,Tekn.tdk yhteiset"
2016,Lappeenrannan tekn. yliopisto,01914,,23B110A,Toimistopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B111A,PÄÄT Toimistopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B120A,Opintopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B130A,PÄÄT Tekniset palvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B131A,PÄÄT Elektroniikan suunnittelukeskus
2016,Lappeenrannan tekn. yliopisto,01914,,23B132A,PÄÄT Mekaniikkapaja
2016,Lappeenrannan tekn. yliopisto,01914,,23B133A,PÄÄT TEPA Energia
2016,Lappeenrannan tekn. yliopisto,01914,,23B134A,PÄÄT TEPA Kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B135A,PÄÄT TEPA Metalli
2016,Lappeenrannan tekn. yliopisto,01914,,23B140A,Kielikeskus
2016,Lappeenrannan tekn. yliopisto,01914,,23B141A,PÄÄT Kielikeskus
2016,Lappeenrannan tekn. yliopisto,01914,,23B150A,PÄÄT CST
2016,Lappeenrannan tekn. yliopisto,01914,,23B170A,PÄÄT LUT voima
2016,Lappeenrannan tekn. yliopisto,01914,,23B200A,LUT School of Energy Systems yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B201A,"Yk-lisät, LES"
2016,Lappeenrannan tekn. yliopisto,01914,,23B210A,Energiatekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B211A,Lämpö- ja virtaustekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B212A,Teknillinen termodynamiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B213A,Virtaustekniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B214A,Uusiutuvien energiajärjestelmien laborat
2016,Lappeenrannan tekn. yliopisto,01914,,23B215A,PÄÄT Ydinvoimatekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B216A,PÄÄT Ydinturvallisuuden tutkimusyksikkö
2016,Lappeenrannan tekn. yliopisto,01914,,23B217A,Ydintekniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B220G,Bioenergian laboratorio/Mikkeli
2016,Lappeenrannan tekn. yliopisto,01914,,23B221J,PÄÄT Energia/Varkaus
2016,Lappeenrannan tekn. yliopisto,01914,,23B230A,Sähkötekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B231A,Sähkömarkkinalaboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B232A,Sähkönkäyttötekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B233A,CDMC-laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B234A,Säätö- ja digitaalitekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B235A,Sovelletun elektroniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B236A,PÄÄT Sähkömekaaniset järjestelmät
2016,Lappeenrannan tekn. yliopisto,01914,,23B237A,Aurinkotalousprofessuuri
2016,Lappeenrannan tekn. yliopisto,01914,,23B240A,"Kestävyystutkimus, Lappeenranta"
2016,Lappeenrannan tekn. yliopisto,01914,,23B241E,"Kestävyystutkimus, Lahti"
2016,Lappeenrannan tekn. yliopisto,01914,,23B241G,PÄÄT Vihreä kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B250A,LUT Kone yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B250G,PÄÄT Materiaalitekniikka/Mikkeli
2016,Lappeenrannan tekn. yliopisto,01914,,23B251A,Hitsaustekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B252N,Koneteknologia/Turku
2016,Lappeenrannan tekn. yliopisto,01914,,23B253A,Lasertyöstö
2016,Lappeenrannan tekn. yliopisto,01914,,23B254A,Tuotantotekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B255A,Koneensuunnittelun laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B256A,Teräsrakenteiden laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B257C,Kuitukomposiittilaboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B258A,Konedynamiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B259A,Älykkäiden koneiden laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B260G,PÄÄT LUT Savo
2016,Lappeenrannan tekn. yliopisto,01914,,23B290A,LUT Voima
2016,Lappeenrannan tekn. yliopisto,01914,,23B2AAA,Alusta LES Reflex
2016,Lappeenrannan tekn. yliopisto,01914,,23B2ABA,Alusta LES SIM
2016,Lappeenrannan tekn. yliopisto,01914,,23B2ACA,Alusta LES RE-SOURSE
2016,Lappeenrannan tekn. yliopisto,01914,,23B2ADA,Alusta LES DIGI-USER
2016,Lappeenrannan tekn. yliopisto,01914,,23B2AEA,Alusta LES SAWE
2016,Lappeenrannan tekn. yliopisto,01914,,23B2AFA,Alusta LES RED
2016,Lappeenrannan tekn. yliopisto,01914,,23B300A,LUT Kemia yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B301A,CST
2016,Lappeenrannan tekn. yliopisto,01914,,23B302A,Analyysipalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B303A,LENS tekniset palvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23B304A,Matematiikan ja fysiikan laitoksen yht
2016,Lappeenrannan tekn. yliopisto,01914,,23B305A,"Opetus, laskennallinen tekniikka"
2016,Lappeenrannan tekn. yliopisto,01914,,23B306A,"Opetus, kemian tekniikka"
2016,Lappeenrannan tekn. yliopisto,01914,,23B308A,"Yk-lisät, LENS"
2016,Lappeenrannan tekn. yliopisto,01914,,23B309A,School of Engineering Science yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B310A,PÄÄT Kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B311A,PÄÄT Teknillinen kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B312A,PÄÄT Membraanitekniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B320A,PÄÄT Yksikköoperaatiot
2016,Lappeenrannan tekn. yliopisto,01914,,23B321A,PÄÄT Tuote- ja prosessikehitys
2016,Lappeenrannan tekn. yliopisto,01914,,23B322A,PÄÄT Systeemitekniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B323A,PÄÄT Fysikaalinen kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B324A,PÄÄT Kiinteä/neste-erotus
2016,Lappeenrannan tekn. yliopisto,01914,,23B325A,PÄÄT Virtausprosessi
2016,Lappeenrannan tekn. yliopisto,01914,,23B326A,PÄÄT Erotustekniikka ja prosessi-integro
2016,Lappeenrannan tekn. yliopisto,01914,,23B330A,PÄÄT Kuitu- ja paperitekniikan laborator
2016,Lappeenrannan tekn. yliopisto,01914,,23B331A,PÄÄT Paperinjalostus
2016,Lappeenrannan tekn. yliopisto,01914,,23B340H,PÄÄT Fiber Tech -tutkimusyksikkö/Savonli
2016,Lappeenrannan tekn. yliopisto,01914,,23B351A,Kemialliset erotustekniikat
2016,Lappeenrannan tekn. yliopisto,01914,,23B352A,Membraanitekniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B353A,Termiset yksikköoperaatiot
2016,Lappeenrannan tekn. yliopisto,01914,,23B354A,Kiinteä/neste-erotus
2016,Lappeenrannan tekn. yliopisto,01914,,23B361A,Prosessikehitys
2016,Lappeenrannan tekn. yliopisto,01914,,23B362A,Virtausprosessit
2016,Lappeenrannan tekn. yliopisto,01914,,23B363A,Erotuskonseptit
2016,Lappeenrannan tekn. yliopisto,01914,,23B364A,PÄÄT Biomateriaalit
2016,Lappeenrannan tekn. yliopisto,01914,,23B365A,Kemiallinen metrologia
2016,Lappeenrannan tekn. yliopisto,01914,,23B371G,Vihreä kemia
2016,Lappeenrannan tekn. yliopisto,01914,,23B380A,Inversio
2016,Lappeenrannan tekn. yliopisto,01914,,23B381A,Laskennallinen materiaalitiede
2016,Lappeenrannan tekn. yliopisto,01914,,23B382A,Kiinteän aineen fysiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B383H,Materiaalifysiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B385A,Optoelektroniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B386A,Konenäkö ja hahmontunnistus
2016,Lappeenrannan tekn. yliopisto,01914,,23B387D,PÄÄT Konenäkö ja hahmotunnistus Kouvola
2016,Lappeenrannan tekn. yliopisto,01914,,23B388A,PÄÄT Kemiallinen metrologia
2016,Lappeenrannan tekn. yliopisto,01914,,23B390A,CEID-keskus yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B391J,Varkaus
2016,Lappeenrannan tekn. yliopisto,01914,,23B3AAA,Alusta LENS Reflex
2016,Lappeenrannan tekn. yliopisto,01914,,23B3ABA,Alusta LENS SIM
2016,Lappeenrannan tekn. yliopisto,01914,,23B3ACA,Alusta LENS RE-SOURSE
2016,Lappeenrannan tekn. yliopisto,01914,,23B3ADA,Alusta LENS DIGI-USER
2016,Lappeenrannan tekn. yliopisto,01914,,23B3AEA,Alusta LENS SAWE
2016,Lappeenrannan tekn. yliopisto,01914,,23B3AFA,Alusta LENS RED
2016,Lappeenrannan tekn. yliopisto,01914,,23B400A,PÄÄT LUT Kone yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B410A,PÄÄT Hitsaustekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B411N,PÄÄT Koneteknologia/Turku
2016,Lappeenrannan tekn. yliopisto,01914,,23B412A,PÄÄT Lasertyöstö
2016,Lappeenrannan tekn. yliopisto,01914,,23B413G,PÄÄT Materiaalitekniikka/Mikkeli
2016,Lappeenrannan tekn. yliopisto,01914,,23B420A,PÄÄT Konepajan ja levytyötekniikan labor
2016,Lappeenrannan tekn. yliopisto,01914,,23B430A,PÄÄT Koneensuunnittelun laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B440A,PÄÄT Teräsrakenteiden laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B450C,PÄÄT Kuitukomposiittilaboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B460A,PÄÄT Konedynamiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B470A,PÄÄT Älykkäiden koneiden laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B500A,PÄÄT Matematiikan ja fysiikan laitokset
2016,Lappeenrannan tekn. yliopisto,01914,,23B505A,PÄÄT Mafy yhteiset opetus
2016,Lappeenrannan tekn. yliopisto,01914,,23B510A,PÄÄT Inversio
2016,Lappeenrannan tekn. yliopisto,01914,,23B511G,PÄÄT Materiaalitekniikka/Mikkeli
2016,Lappeenrannan tekn. yliopisto,01914,,23B515A,PÄÄT Laskennallinen materiaalitiede
2016,Lappeenrannan tekn. yliopisto,01914,,23B520A,PÄÄT Materiaalifysiikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B525A,PÄÄT Optoelektroniikka
2016,Lappeenrannan tekn. yliopisto,01914,,23B530A,PÄÄT Konenäkö ja hahmotunnistus
2016,Lappeenrannan tekn. yliopisto,01914,,23B531D,PÄÄT Konenäkö ja hahmontunnistus Kouvola
2016,Lappeenrannan tekn. yliopisto,01914,,23B600A,PÄÄT CEID-keskus yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23B610A,PÄÄT Älykkäiden koneiden laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23B620J,PÄÄT Varkaus
2016,Lappeenrannan tekn. yliopisto,01914,,23C100A,PÄÄT Tiedekunnan hallintopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23C110A,PÄÄT Tiedekunnan opintopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23C120A,PÄÄT Tiedekunnan yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23C200A,PÄÄT Tuotantotalouden osaston yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23C210A,PÄÄT Teollisen markkinoinnin ja kansainv
2016,Lappeenrannan tekn. yliopisto,01914,,23C211A,PÄÄT Kansainväliset toiminnot
2016,Lappeenrannan tekn. yliopisto,01914,,23C212A,PÄÄT Teollinen markkinointi
2016,Lappeenrannan tekn. yliopisto,01914,,23C220A,PÄÄT Toimitusketjun johtamisen laborator
2016,Lappeenrannan tekn. yliopisto,01914,,23C221A,PÄÄT Toimitusketjun johtaminen/TBRC
2016,Lappeenrannan tekn. yliopisto,01914,,23C230A,PÄÄT Teollisuustalouden laboratorio yhte
2016,Lappeenrannan tekn. yliopisto,01914,,23C231A,PÄÄT Teollisuustalous
2016,Lappeenrannan tekn. yliopisto,01914,,23C232A,PÄÄT Päätöksenteontukisysteemit
2016,Lappeenrannan tekn. yliopisto,01914,,23C233A,PÄÄT Kustannusjohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C234A,PÄÄT Teknologiayrittäjyys
2016,Lappeenrannan tekn. yliopisto,01914,,23C235A,PÄÄT Tietojohtaminen/tuotantotalous
2016,Lappeenrannan tekn. yliopisto,01914,,23C236A,PÄÄT Innovaatio- ja teknologiajohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C240A,PÄÄT Ryhmäpäätöksenteon ja teknologian j
2016,Lappeenrannan tekn. yliopisto,01914,,23C241M,PÄÄT Tuotantotalous/Lapua
2016,Lappeenrannan tekn. yliopisto,01914,,23C250E,PÄÄT Lahti/School of Innovation
2016,Lappeenrannan tekn. yliopisto,01914,,23C260D,PÄÄT Tuotantotalous/Kouvola yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23C261D,PÄÄT Tuotantotalous/Kouvola
2016,Lappeenrannan tekn. yliopisto,01914,,23C262D,PÄÄT Rautatielogistiikka/Kouvola
2016,Lappeenrannan tekn. yliopisto,01914,,23C270A,PÄÄT Innovaatio- ja teknologiajohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C271A,PÄÄT Innovaatio- ja teknologiajohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C272A,PÄÄT Innovaatio- ja teknolog./TBRC
2016,Lappeenrannan tekn. yliopisto,01914,,23C281A,PÄÄT Tieto- ja kustannusjohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C283A,PÄÄT Tieto- ja kustannusjohtaminen/TBRC
2016,Lappeenrannan tekn. yliopisto,01914,,23C300A,PÄÄT Ohjelmistotuotanto ja tiedonhallint
2016,Lappeenrannan tekn. yliopisto,01914,,23C310A,PÄÄT Tietoliikenneohjelmistojen laborato
2016,Lappeenrannan tekn. yliopisto,01914,,23C320A,PÄÄT Konenäön ja hahmontunnistuksen labo
2016,Lappeenrannan tekn. yliopisto,01914,,23C321D,PÄÄT Tietoyhteiskunnan teknologiat/Kouvo
2016,Lappeenrannan tekn. yliopisto,01914,,23C330A,PÄÄT Ohjelmistotekniikan laboratorio
2016,Lappeenrannan tekn. yliopisto,01914,,23C340A,PÄÄT Tietojohtaminen/tuta
2016,Lappeenrannan tekn. yliopisto,01914,,23C400A,PÄÄT Innovaatiojohtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C500A,PÄÄT Arvoverkostojen johtaminen
2016,Lappeenrannan tekn. yliopisto,01914,,23C600D,PÄÄT Kouvolan yksikkö
2016,Lappeenrannan tekn. yliopisto,01914,,23C700E,PÄÄT Lahti School of Innovation
2016,Lappeenrannan tekn. yliopisto,01914,,23C800A,PÄÄT Ohjelmistotutanto ja tiedonhallinta
2016,Lappeenrannan tekn. yliopisto,01914,,23E100A,Kanslia
2016,Lappeenrannan tekn. yliopisto,01914,,23E101A,Opintopalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23E102A,Schoolin yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23E103A,"Yk-lisät, LBM"
2016,Lappeenrannan tekn. yliopisto,01914,,23E110A,"Strategy,management and accounting"
2016,Lappeenrannan tekn. yliopisto,01914,,23E120A,"International business,marketing,entrepr"
2016,Lappeenrannan tekn. yliopisto,01914,,23E121G,IBME/Mikkeli
2016,Lappeenrannan tekn. yliopisto,01914,,23E130A,Innovation and software
2016,Lappeenrannan tekn. yliopisto,01914,,23E140A,Operations management and systems engine
2016,Lappeenrannan tekn. yliopisto,01914,,23E150E,"Internat business,marketing,entrep/LAHTI"
2016,Lappeenrannan tekn. yliopisto,01914,,23E151E,Innovation and software/LAHTI
2016,Lappeenrannan tekn. yliopisto,01914,,23E152E,Operations management and systems/LAHTI
2016,Lappeenrannan tekn. yliopisto,01914,,23E153E,Lahti/common
2016,Lappeenrannan tekn. yliopisto,01914,,23E160D,Innovation and software/KOUVOLA
2016,Lappeenrannan tekn. yliopisto,01914,,23E161D,Operations management and system/KOUVOLA
2016,Lappeenrannan tekn. yliopisto,01914,,23E162D,Kouvola/common
2016,Lappeenrannan tekn. yliopisto,01914,,23E163D,Kouvola
2016,Lappeenrannan tekn. yliopisto,01914,,23E170A,Etelä-Karjala-instituutti
2016,Lappeenrannan tekn. yliopisto,01914,,23E180A,IEM Yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23E181A,Software Engineering
2016,Lappeenrannan tekn. yliopisto,01914,,23E182A,Innovation Management
2016,Lappeenrannan tekn. yliopisto,01914,,23E183A,Cost Management
2016,Lappeenrannan tekn. yliopisto,01914,,23E184A,Systems Engineering
2016,Lappeenrannan tekn. yliopisto,01914,,23E185A,Supply Chain Management
2016,Lappeenrannan tekn. yliopisto,01914,,23E1AAA,Alusta LBM Reflex
2016,Lappeenrannan tekn. yliopisto,01914,,23E1ABA,Alusta LBM SIM
2016,Lappeenrannan tekn. yliopisto,01914,,23E1ACA,Alusta LBM RE-SOURSE
2016,Lappeenrannan tekn. yliopisto,01914,,23E1ADA,Alusta LBM DIGI-USER
2016,Lappeenrannan tekn. yliopisto,01914,,23E1AEA,Alusta LBM SAWE
2016,Lappeenrannan tekn. yliopisto,01914,,23E1AFA,Alusta LBM RED
2016,Lappeenrannan tekn. yliopisto,01914,,23F100A,Koke yhteiset
2016,Lappeenrannan tekn. yliopisto,01914,,23F101A,"Yk-lisät, Koulutus- ja kehittämiskeskus"
2016,Lappeenrannan tekn. yliopisto,01914,,23F110A,Täydennyskoulutus
2016,Lappeenrannan tekn. yliopisto,01914,,23F120A,Tutkintotavoitteinen koulutus
2016,Lappeenrannan tekn. yliopisto,01914,,23F130A,Avoin yliopisto
2016,Lappeenrannan tekn. yliopisto,01914,,23F140A,Tutkimus- ja kehittämistoiminta
2016,Lappeenrannan tekn. yliopisto,01914,,23F150A,Asiakkuudet
2016,Lappeenrannan tekn. yliopisto,01914,,23F200A,Kirjasto
2016,Lappeenrannan tekn. yliopisto,01914,,23F201A,"Yk-lisät, Kirjasto"
2016,Lappeenrannan tekn. yliopisto,01914,,23F210A,Yhteinen tiedekirjasto
2016,Lappeenrannan tekn. yliopisto,01914,,23F220A,Imatran toimipiste
2016,Lappeenrannan tekn. yliopisto,01914,,23F230A,Saimia Kirjasto
2016,Lappeenrannan tekn. yliopisto,01914,,23F300A,PÄÄT Etelä-Karjala-instituutti
2016,Lappeenrannan tekn. yliopisto,01914,,23F400A,PÄÄT Nordi
2016,Lappeenrannan tekn. yliopisto,01914,,23G300A,PÄÄT TBRC
2016,Lappeenrannan tekn. yliopisto,01914,,23J100A,Yliopiston johto
2016,Lappeenrannan tekn. yliopisto,01914,,23J110A,Toiminta
2016,Lappeenrannan tekn. yliopisto,01914,,23J120A,PÄÄT Strategia ja yhteiskuntasuhteet
2016,Lappeenrannan tekn. yliopisto,01914,,23J130A,Lakiasiat
2016,Lappeenrannan tekn. yliopisto,01914,,23J200A,Toiminnan ohjaus ja laadunhallinta
2016,Lappeenrannan tekn. yliopisto,01914,,23J210A,Toiminnan suunnittelu
2016,Lappeenrannan tekn. yliopisto,01914,,23J300A,Erityishankkeet
2016,Lappeenrannan tekn. yliopisto,01914,,23J310A,LUMA
2016,Lappeenrannan tekn. yliopisto,01914,,23J400A,LUT Investointiohjelma
2016,Lappeenrannan tekn. yliopisto,01914,,23J410A,IPR ja patentit
2016,Lappeenrannan tekn. yliopisto,01914,,23J500A,Alusta REFLEX
2016,Lappeenrannan tekn. yliopisto,01914,,23J501A,Alusta SIM
2016,Lappeenrannan tekn. yliopisto,01914,,23J502A,Aloittavat tutkimusalustat
2016,Lappeenrannan tekn. yliopisto,01914,,23J503A,Alusta RE-SOURSE
2016,Lappeenrannan tekn. yliopisto,01914,,23J504A,Alusta DIGI-USER
2016,Lappeenrannan tekn. yliopisto,01914,,23J505A,Alusta SAWE
2016,Lappeenrannan tekn. yliopisto,01914,,23J506A,Alusta RED
2016,Lappeenrannan tekn. yliopisto,01914,,23K100A,Opintotoimisto
2016,Lappeenrannan tekn. yliopisto,01914,,23K110A,Hakupalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23K120A,Opintoasioiden kehittäminen
2016,Lappeenrannan tekn. yliopisto,01914,,23K200A,Talouspalvelut
2016,Lappeenrannan tekn. yliopisto,01914,,23K210A,Kirjanpito
2016,Lappeenrannan tekn. yliopisto,01914,,23K220A,Sisäinen laskenta
